,Prix,Marque,Modèle,Carburant,Kilométrage,Boitedevitesse,Puissancefiscale,Année
18040,14990,Citroen,C4,Diesel,55700,Manuelle,5.0,2019.0
18041,13290,Renault,Clio,Diesel,55700,Manuelle,4.0,2019.0
18042,17490,Renault,Megane,Diesel,55704,Manuelle,6.0,2020.0
18043,12680,Citroen,C3,Diesel,55705,Manuelle,4.0,2018.0
18044,14400,Citroen,C3,Essence,55712,Manuelle,5.0,2017.0
18045,20690,Audi,A3,Essence,55719,Manuelle,6.0,2018.0
18046,35490,Audi,A4,Diesel,55728,Automatique,9.0,2020.0
18047,19490,Peugeot,308,Diesel,55749,Automatique,6.0,2019.0
18048,33990,Volkswagen,Tiguan,Diesel,55750,Automatique,8.0,2018.0
18049,13990,Renault,Megane,Diesel,55760,Manuelle,5.0,2016.0
18050,22490,Peugeot,3008,Diesel,55767,Manuelle,6.0,2017.0
18051,28990,Volkswagen,Tiguan,Diesel,55768,Automatique,8.0,2017.0
18052,10990,Renault,Clio,Diesel,55769,Manuelle,4.0,2016.0
18053,16999,Dacia,Duster,Diesel,55770,Manuelle,6.0,2019.0
18054,14900,Renault,Clio,Diesel,55781,Manuelle,4.0,2020.0
18055,25850,Peugeot,508,Diesel,55782,Automatique,6.0,2019.0
18056,17980,Renault,Megane,Essence,55790,Manuelle,7.0,2019.0
18057,10990,Renault,Clio,Diesel,55796,Manuelle,4.0,2015.0
18058,11990,Renault,Clio,Diesel,55796,Manuelle,4.0,2017.0
18059,10990,Renault,Megane,Essence,55798,Manuelle,6.0,2015.0
18060,14000,Peugeot,206,Essence,55800,Manuelle,11.0,2003.0
18061,6990,Renault,Twingo,Essence,55800,Manuelle,6.0,2010.0
18062,9990,Ford,Fiesta,Diesel,55800,Manuelle,4.0,2015.0
18063,16499,Bmw,Serie 1,Essence,55800,Manuelle,6.0,2016.0
18064,18500,Volkswagen,Polo,Essence,55800,Manuelle,11.0,2016.0
18065,10700,Citroen,C4,Essence,55800,Manuelle,5.0,2016.0
18066,17900,Audi,A3,Diesel,55800,Manuelle,5.0,2017.0
18067,10990,Dacia,Sandero,Essence,55800,Manuelle,5.0,2017.0
18068,9300,Fiat,500,Essence,55800,Manuelle,4.0,2017.0
18069,40800,Mercedes,Classe A,Essence,55800,Automatique,26.0,2017.0
18070,9800,Renault,Clio,Essence,55800,Manuelle,5.0,2017.0
18071,17990,Dacia,Duster,Essence,55800,Manuelle,8.0,2019.0
18072,31990,Audi,A3,Diesel,55800,Automatique,10.0,2019.0
18073,19990,Peugeot,3008,Diesel,55800,Manuelle,6.0,2019.0
18074,12390,Renault,Clio,Diesel,55806,Manuelle,4.0,2017.0
18075,11680,Renault,Clio,Essence,55810,Manuelle,5.0,2017.0
18076,18500,Renault,Megane,Diesel,55813,Manuelle,5.0,2017.0
18077,12490,Fiat,500,Essence,55815,Manuelle,4.0,2019.0
18078,12490,Renault,Clio,Diesel,55842,Manuelle,5.0,2019.0
18079,16990,Dacia,Duster,Diesel,55844,Manuelle,6.0,2017.0
18080,29490,Volkswagen,Tiguan,Diesel,55850,Automatique,8.0,2017.0
18081,30890,Peugeot,3008,Diesel,55863,Automatique,9.0,2019.0
18082,14490,Peugeot,208,Essence,55885,Manuelle,5.0,2018.0
18083,28690,Volkswagen,Tiguan,Essence,55900,Automatique,8.0,2018.0
18084,16480,Renault,Megane,Diesel,55900,Automatique,5.0,2018.0
18085,25990,Volkswagen,Tiguan,Essence,55900,Automatique,8.0,2019.0
18086,30490,Mercedes,Classe A,Diesel,55900,Automatique,6.0,2019.0
18087,15900,Peugeot,308,Diesel,55900,Manuelle,5.0,2019.0
18088,21990,Renault,Kadjar,Diesel,55900,Automatique,6.0,2020.0
18089,19990,Renault,Captur,Diesel,55900,Manuelle,6.0,2021.0
18090,18990,Bmw,Serie 1,Diesel,55901,Manuelle,6.0,2018.0
18091,12995,Peugeot,208,Essence,55910,Manuelle,5.0,2019.0
18092,22890,Mercedes,Classe A,Diesel,55915,Automatique,7.0,2017.0
18093,15989,Citroen,C3,Diesel,55917,Manuelle,5.0,2020.0
18094,11990,Renault,Clio,Essence,55926,Manuelle,5.0,2017.0
18095,10990,Fiat,500,Essence,55945,Manuelle,4.0,2018.0
18096,14680,Volkswagen,Polo,Diesel,55946,Automatique,4.0,2015.0
18097,15790,Renault,Megane,Essence,55947,Manuelle,7.0,2018.0
18098,14390,Renault,Clio,Diesel,55949,Manuelle,4.0,2019.0
18099,16499,Renault,Clio,Essence,55956,Manuelle,5.0,2020.0
18100,12490,Renault,Clio,Diesel,55959,Manuelle,4.0,2019.0
18101,16490,Renault,Captur,Essence,55968,Manuelle,7.0,2019.0
18102,8000,Peugeot,208,Essence,55980,Manuelle,4.0,2015.0
18103,23490,Audi,A4,Diesel,55980,Manuelle,6.0,2017.0
18104,12490,Peugeot,208,Diesel,55980,Manuelle,5.0,2017.0
18105,21490,Bmw,Serie 1,Essence,55990,Automatique,7.0,2019.0
18106,13290,Citroen,C3,Diesel,55997,Manuelle,5.0,2019.0
18107,13500,Audi,A4,Essence,56000,Automatique,15.0,2002.0
18108,3500,Renault,Twingo,Essence,56000,Manuelle,5.0,2005.0
18109,4990,Renault,Clio,Essence,56000,Manuelle,5.0,2007.0
18110,5500,Citroen,C3,Essence,56000,Manuelle,5.0,2008.0
18111,6990,Renault,Clio,Essence,56000,Manuelle,5.0,2010.0
18112,6990,Renault,Twingo,Essence,56000,Manuelle,6.0,2010.0
18113,8990,Citroen,C3,Diesel,56000,Manuelle,4.0,2012.0
18114,9990,Peugeot,208,Diesel,56000,Manuelle,4.0,2012.0
18115,7990,Peugeot,207,Essence,56000,Manuelle,7.0,2013.0
18116,12500,Peugeot,308,Essence,56000,Manuelle,8.0,2013.0
18117,8800,Renault,Clio,Essence,56000,Manuelle,5.0,2013.0
18118,12900,Citroen,C5,Diesel,56000,Manuelle,8.0,2013.0
18119,10500,Citroen,C4,Diesel,56000,Automatique,5.0,2014.0
18120,36990,Mercedes,Classe A,Essence,56000,Automatique,24.0,2015.0
18121,14990,Peugeot,208,Essence,56000,Manuelle,11.0,2015.0
18122,12000,Ford,Fiesta,Essence,56000,Manuelle,5.0,2015.0
18123,13300,Peugeot,308,Essence,56000,Manuelle,5.0,2015.0
18124,10900,Dacia,Duster,Diesel,56000,Manuelle,6.0,2015.0
18125,17490,Audi,A3,Diesel,56000,Automatique,5.0,2015.0
18126,29990,Volkswagen,Golf,Essence,56000,Manuelle,19.0,2015.0
18127,12200,Renault,Captur,Diesel,56000,Manuelle,5.0,2016.0
18128,9900,Citroen,C3,Essence,56000,Manuelle,4.0,2016.0
18129,9900,Renault,Clio,Essence,56000,Manuelle,4.0,2016.0
18130,18900,Audi,A3,Diesel,56000,Manuelle,7.0,2016.0
18131,19900,Mini,Mini,Essence,56000,Automatique,7.0,2016.0
18132,13990,Peugeot,2008,Essence,56000,Automatique,6.0,2016.0
18133,10200,Peugeot,208,Essence,56000,Manuelle,4.0,2016.0
18134,11490,Renault,Clio,Essence,56000,Manuelle,5.0,2016.0
18135,15990,Peugeot,308,Diesel,56000,Automatique,6.0,2016.0
18136,18500,Renault,Kadjar,Diesel,56000,Manuelle,7.0,2016.0
18137,9000,Opel,Corsa,Essence,56000,Manuelle,5.0,2016.0
18138,14490,Peugeot,2008,Essence,56000,Manuelle,5.0,2017.0
18139,9995,Peugeot,208,Essence,56000,Manuelle,4.0,2017.0
18140,13700,Peugeot,308,Diesel,56000,Manuelle,6.0,2017.0
18141,15999,Mini,Mini,Diesel,56000,Manuelle,6.0,2017.0
18142,15990,Renault,Megane,Diesel,56000,Manuelle,6.0,2017.0
18143,18000,Audi,A1,Diesel,56000,Manuelle,6.0,2017.0
18144,13000,Fiat,500,Essence,56000,Automatique,7.0,2017.0
18145,26900,Volkswagen,Tiguan,Diesel,56000,Automatique,8.0,2017.0
18146,14990,Citroen,C3,Diesel,56000,Manuelle,5.0,2017.0
18147,12990,Renault,Clio,Essence,56000,Manuelle,6.0,2017.0
18148,12000,Dacia,Sandero,Essence,56000,Manuelle,5.0,2017.0
18149,14500,Volkswagen,Polo,Essence,56000,Manuelle,5.0,2017.0
18150,22900,Peugeot,3008,Essence,56000,Manuelle,7.0,2017.0
18151,32800,Mercedes,Classe C,Diesel,56000,Automatique,9.0,2017.0
18152,15500,Citroen,C3,Diesel,56000,Manuelle,5.0,2017.0
18153,16990,Nissan,Qashqai,Essence,56000,Manuelle,6.0,2017.0
18154,9000,Peugeot,208,Essence,56000,Manuelle,4.0,2018.0
18155,14490,Renault,Captur,Diesel,56000,Manuelle,4.0,2018.0
18156,11490,Peugeot,208,Diesel,56000,Manuelle,5.0,2018.0
18157,14900,Peugeot,2008,Diesel,56000,Manuelle,5.0,2018.0
18158,11900,Renault,Clio,Essence,56000,Manuelle,6.0,2018.0
18159,19990,Nissan,Qashqai,Diesel,56000,Manuelle,7.0,2018.0
18160,13290,Renault,Captur,Diesel,56000,Manuelle,4.0,2018.0
18161,19700,Peugeot,308,Diesel,56000,Manuelle,6.0,2018.0
18162,13490,Renault,Megane,Essence,56000,Manuelle,5.0,2018.0
18163,14800,Peugeot,2008,Diesel,56000,Manuelle,5.0,2018.0
18164,10499,Renault,Clio,Diesel,56000,Manuelle,4.0,2018.0
18165,11290,Renault,Clio,Essence,56000,Manuelle,5.0,2018.0
18166,16500,Audi,A1,Essence,56000,Manuelle,5.0,2018.0
18167,13000,Ford,Fiesta,Essence,56000,Manuelle,4.0,2018.0
18168,28990,Mercedes,Classe A,Diesel,56000,Automatique,6.0,2018.0
18169,32000,Mercedes,Classe A,Essence,56000,Automatique,8.0,2018.0
18170,10499,Renault,Clio,Diesel,56000,Manuelle,5.0,2018.0
18171,25990,Volkswagen,Tiguan,Diesel,56000,Manuelle,8.0,2018.0
18172,25500,Peugeot,308,Diesel,56000,Manuelle,9.0,2018.0
18173,23000,Audi,A1,Essence,56000,Automatique,6.0,2019.0
18174,19490,Audi,A3,Diesel,56000,Automatique,6.0,2019.0
18175,16000,Peugeot,208,Essence,56000,Automatique,6.0,2019.0
18176,53990,Mercedes,Classe A,Essence,56000,Automatique,20.0,2019.0
18177,12500,Peugeot,208,Essence,56000,Manuelle,4.0,2019.0
18178,19890,Dacia,Duster,Diesel,56000,Manuelle,6.0,2019.0
18179,16900,Dacia,Duster,Diesel,56000,Manuelle,6.0,2019.0
18180,17500,Peugeot,308,Diesel,56000,Manuelle,6.0,2019.0
18181,29900,Peugeot,508,Diesel,56000,Automatique,9.0,2019.0
18182,16490,Renault,Clio,Diesel,56000,Manuelle,5.0,2019.0
18183,13490,Renault,Clio,Diesel,56000,Manuelle,4.0,2019.0
18184,27000,Citroen,C5,Diesel,56000,Automatique,9.0,2019.0
18185,34990,Mercedes,Classe C,Diesel,56000,Automatique,11.0,2019.0
18186,21000,Bmw,Serie 1,Essence,56000,Automatique,7.0,2019.0
18187,14500,Renault,Clio,Diesel,56000,Manuelle,4.0,2019.0
18188,36990,Audi,A4,Diesel,56000,Automatique,8.0,2019.0
18189,16990,Peugeot,208,Essence,56000,Manuelle,5.0,2020.0
18190,16790,Volkswagen,Polo,Diesel,56000,Automatique,5.0,2020.0
18191,37680,Bmw,Serie 3,Diesel,56000,Automatique,10.0,2020.0
18192,27490,Peugeot,3008,Diesel,56000,Automatique,7.0,2021.0
18193,11990,Renault,Clio,Diesel,56002,Manuelle,4.0,2019.0
18194,11990,Renault,Captur,Essence,56021,Manuelle,5.0,2018.0
18195,18900,Nissan,Qashqai,Diesel,56025,Manuelle,5.0,2017.0
18196,21450,Peugeot,308,Essence,56049,Automatique,7.0,2018.0
18197,5299,Renault,Clio,Essence,56050,Manuelle,6.0,2006.0
18198,10650,Renault,Clio,Essence,56052,Manuelle,4.0,2018.0
18199,14490,Peugeot,2008,Essence,56057,Manuelle,5.0,2016.0
18200,32990,Mercedes,Classe A,Diesel,56058,Automatique,11.0,2019.0
18201,8990,Renault,Twingo,Essence,56074,Manuelle,4.0,2018.0
18202,11200,Renault,Clio,Diesel,56074,Manuelle,5.0,2019.0
18203,27480,Peugeot,308,Essence,56082,Manuelle,16.0,2018.0
18204,23980,Citroen,C5,Diesel,56085,Manuelle,6.0,2019.0
18205,12999,Citroen,C3,Diesel,56088,Manuelle,5.0,2019.0
18206,23980,Citroen,C5,Diesel,56091,Manuelle,6.0,2019.0
18207,29990,Bmw,Serie 3,Hybride,56100,Automatique,19.0,2015.0
18208,16890,Mini,Mini,Essence,56100,Manuelle,5.0,2019.0
18209,30450,Peugeot,508,Diesel,56100,Automatique,8.0,2019.0
18210,16200,Renault,Scenic,Diesel,56100,Automatique,6.0,2019.0
18211,20490,Renault,Megane,Diesel,56101,Automatique,8.0,2019.0
18212,17890,Renault,Megane,Diesel,56103,Manuelle,6.0,2018.0
18213,8990,Peugeot,208,Essence,56105,Manuelle,4.0,2015.0
18214,12890,Citroen,C5,Diesel,56109,Manuelle,7.0,2015.0
18215,12979,Dacia,Duster,Diesel,56116,Manuelle,6.0,2017.0
18216,12390,Citroen,C3,Essence,56116,Manuelle,4.0,2019.0
18217,17890,Renault,Megane,Diesel,56119,Manuelle,6.0,2020.0
18218,13490,Citroen,C3,Essence,56124,Manuelle,4.0,2019.0
18219,21900,Bmw,Serie 1,Diesel,56138,Automatique,6.0,2018.0
18220,14690,Volkswagen,Polo,Essence,56150,Manuelle,5.0,2019.0
18221,24990,Peugeot,308,Essence,56161,Automatique,13.0,2019.0
18222,13690,Renault,Megane,Diesel,56163,Manuelle,4.0,2017.0
18223,10490,Dacia,Sandero,Essence,56163,Manuelle,5.0,2018.0
18224,15990,Citroen,C3,Essence,56170,Manuelle,5.0,2019.0
18225,32980,Bmw,Serie 1,Diesel,56171,Automatique,10.0,2019.0
18226,19699,Peugeot,308,Essence,56172,Automatique,6.0,2019.0
18227,33480,Bmw,Serie 1,Diesel,56172,Automatique,10.0,2019.0
18228,16990,Renault,Kadjar,Essence,56176,Manuelle,7.0,2017.0
18229,32980,Bmw,Serie 1,Diesel,56177,Automatique,10.0,2019.0
18230,10480,Renault,Clio,Diesel,56182,Manuelle,4.0,2017.0
18231,33890,Volkswagen,Tiguan,Diesel,56186,Automatique,8.0,2019.0
18232,13290,Renault,Clio,Diesel,56189,Manuelle,5.0,2019.0
18233,9990,Volkswagen,Polo,Essence,56193,Manuelle,4.0,2010.0
18234,20490,Peugeot,308,Essence,56194,Automatique,7.0,2020.0
18235,14990,Renault,Scenic,Essence,56200,Manuelle,7.0,2017.0
18236,19890,Mercedes,Classe A,Diesel,56200,Manuelle,5.0,2017.0
18237,20490,Renault,Megane,Diesel,56200,Automatique,9.0,2017.0
18238,6400,Dacia,Duster,Diesel,56200,Automatique,6.0,2018.0
18239,15990,Renault,Megane,Diesel,56200,Manuelle,6.0,2019.0
18240,18200,Peugeot,308,Diesel,56200,Automatique,7.0,2020.0
18241,35990,Mercedes,Classe A,Diesel,56202,Automatique,7.0,2019.0
18242,11900,Ford,Fiesta,Diesel,56205,Manuelle,4.0,2020.0
18243,15990,Renault,Megane,Diesel,56208,Manuelle,6.0,2016.0
18244,14996,Peugeot,2008,Essence,56210,Automatique,6.0,2017.0
18245,10990,Peugeot,208,Diesel,56221,Manuelle,4.0,2016.0
18246,17490,Dacia,Duster,Diesel,56222,Manuelle,6.0,2019.0
18247,18990,Nissan,Qashqai,Diesel,56226,Manuelle,7.0,2017.0
18248,8990,Volkswagen,Polo,Essence,56228,Manuelle,4.0,2010.0
18249,11990,Peugeot,208,Essence,56231,Manuelle,4.0,2017.0
18250,13489,Citroen,C3,Diesel,56234,Manuelle,5.0,2020.0
18251,15490,Fiat,500,Diesel,56244,Manuelle,6.0,2016.0
18252,16490,Renault,Megane,Diesel,56248,Manuelle,6.0,2019.0
18253,12299,Renault,Clio,Essence,56250,Manuelle,5.0,2018.0
18254,14490,Renault,Captur,Diesel,56257,Manuelle,4.0,2017.0
18255,16990,Fiat,500,Diesel,56262,Manuelle,6.0,2018.0
18256,24280,Peugeot,3008,Diesel,56275,Automatique,6.0,2017.0
18257,12450,Fiat,500,Essence,56277,Manuelle,4.0,2019.0
18258,22490,Peugeot,2008,Essence,56278,Manuelle,6.0,2020.0
18259,22900,Bmw,Serie 1,Essence,56279,Manuelle,7.0,2018.0
18260,29900,Mercedes,Classe A,Essence,56282,Manuelle,7.0,2019.0
18261,7590,Citroen,C4,Essence,56298,Manuelle,6.0,2011.0
18262,23500,Volkswagen,Tiguan,Essence,56300,Manuelle,7.0,2018.0
18263,9999,Renault,Clio,Essence,56300,Manuelle,4.0,2019.0
18264,12990,Renault,Clio,Diesel,56315,Manuelle,4.0,2018.0
18265,18900,Nissan,Qashqai,Essence,56317,Manuelle,9.0,2018.0
18266,18200,Renault,Scenic,Diesel,56328,Manuelle,7.0,2017.0
18267,29990,Volkswagen,Tiguan,Diesel,56333,Automatique,8.0,2019.0
18268,20990,Nissan,Qashqai,Diesel,56335,Manuelle,6.0,2019.0
18269,40790,Mercedes,Classe A,Essence,56350,Automatique,26.0,2016.0
18270,13490,Citroen,C4,Diesel,56350,Manuelle,5.0,2018.0
18271,13490,Peugeot,208,Essence,56351,Manuelle,4.0,2019.0
18272,16990,Peugeot,2008,Diesel,56358,Manuelle,6.0,2018.0
18273,6990,Renault,Twingo,Essence,56360,Manuelle,4.0,2013.0
18274,11990,Citroen,C3,Essence,56366,Manuelle,4.0,2019.0
18275,29990,Bmw,Serie 3,Diesel,56370,Automatique,10.0,2019.0
18276,15990,Renault,Megane,Essence,56375,Manuelle,7.0,2018.0
18277,14900,Renault,Megane,Diesel,56375,Manuelle,6.0,2019.0
18278,13490,Peugeot,2008,Diesel,56376,Manuelle,5.0,2015.0
18279,11990,Peugeot,208,Essence,56377,Manuelle,4.0,2018.0
18280,10449,Opel,Corsa,Essence,56381,Manuelle,5.0,2018.0
18281,9700,Peugeot,208,Essence,56397,Manuelle,4.0,2018.0
18282,4490,Peugeot,206,Essence,56400,Manuelle,75.0,2005.0
18283,8000,Dacia,Sandero,Essence,56400,Manuelle,5.0,2015.0
18284,28990,Renault,Megane,Essence,56400,Manuelle,17.0,2016.0
18285,12600,Citroen,C3,Diesel,56400,Manuelle,5.0,2019.0
18286,11690,Renault,Clio,Diesel,56403,Manuelle,5.0,2019.0
18287,17290,Dacia,Duster,Diesel,56411,Manuelle,6.0,2019.0
18288,14200,Peugeot,208,Diesel,56413,Manuelle,5.0,2020.0
18289,18990,Peugeot,208,Diesel,56420,Manuelle,5.0,2019.0
18290,14990,Dacia,Duster,Diesel,56431,Manuelle,6.0,2017.0
18291,17990,Mini,Mini,Diesel,56432,Manuelle,5.0,2019.0
18292,10990,Dacia,Sandero,Essence,56436,Manuelle,5.0,2019.0
18293,37000,Bmw,Serie 1,Essence,56451,Automatique,23.0,2017.0
18294,20900,Renault,Scenic,Diesel,56452,Automatique,5.0,2018.0
18295,18990,Renault,Kadjar,Diesel,56481,Manuelle,6.0,2019.0
18296,11690,Renault,Clio,Diesel,56498,Manuelle,4.0,2017.0
18297,7500,Ford,Fiesta,Essence,56500,Manuelle,5.0,2013.0
18298,8989,Peugeot,208,Diesel,56500,Manuelle,4.0,2015.0
18299,20490,Bmw,Serie 1,Diesel,56500,Manuelle,10.0,2015.0
18300,10490,Renault,Clio,Diesel,56500,Manuelle,4.0,2016.0
18301,14499,Peugeot,208,Diesel,56500,Manuelle,6.0,2017.0
18302,9900,Opel,Corsa,Essence,56500,Manuelle,5.0,2017.0
18303,27990,Bmw,Serie 1,Diesel,56500,Automatique,10.0,2018.0
18304,13989,Renault,Captur,Diesel,56500,Automatique,4.0,2018.0
18305,28000,Mercedes,Classe A,Diesel,56500,Automatique,6.0,2018.0
18306,22490,Audi,A1,Essence,56500,Automatique,6.0,2018.0
18307,30300,Mercedes,Classe A,Essence,56500,Automatique,8.0,2019.0
18308,24900,Mercedes,Classe A,Diesel,56500,Automatique,6.0,2019.0
18309,14990,Citroen,C3,Essence,56500,Manuelle,5.0,2019.0
18310,19890,Peugeot,308,Diesel,56500,Automatique,6.0,2019.0
18311,9990,Renault,Twingo,Essence,56500,Manuelle,4.0,2020.0
18312,26490,Volkswagen,Golf,Essence,56500,Automatique,8.0,2020.0
18313,22489,Renault,Kadjar,Diesel,56518,Automatique,6.0,2020.0
18314,18000,Peugeot,308,Essence,56555,Manuelle,6.0,2017.0
18315,12499,Dacia,Sandero,Diesel,56556,Automatique,4.0,2016.0
18316,12590,Citroen,C3,Essence,56559,Manuelle,4.0,2018.0
18317,13990,Peugeot,208,Diesel,56564,Manuelle,5.0,2018.0
18318,32495,Volkswagen,Tiguan,Diesel,56580,Manuelle,8.0,2019.0
18319,35039,Bmw,Serie 3,Diesel,56582,Automatique,10.0,2019.0
18320,18900,Renault,Kadjar,Diesel,56585,Manuelle,7.0,2017.0
18321,11990,Peugeot,208,Essence,56588,Manuelle,4.0,2015.0
18322,9490,Renault,Twingo,Essence,56588,Manuelle,4.0,2017.0
18323,26490,Peugeot,3008,Essence,56589,Automatique,7.0,2019.0
18324,33600,Mercedes,Classe C,Essence,56600,Automatique,12.0,2017.0
18325,15990,Renault,Captur,Diesel,56600,Manuelle,5.0,2018.0
18326,12690,Peugeot,208,Essence,56600,Manuelle,4.0,2018.0
18327,12490,Renault,Clio,Essence,56600,Manuelle,5.0,2018.0
18328,9990,Renault,Twingo,Essence,56600,Manuelle,4.0,2020.0
18329,17590,Peugeot,208,Diesel,56602,Manuelle,5.0,2020.0
18330,8490,Citroen,C3,Essence,56603,Manuelle,4.0,2014.0
18331,12490,Renault,Megane,Diesel,56612,Manuelle,4.0,2016.0
18332,12490,Peugeot,208,Essence,56628,Manuelle,4.0,2019.0
18333,26900,Peugeot,2008,Diesel,56628,Automatique,6.0,2020.0
18334,15180,Peugeot,2008,Diesel,56641,Manuelle,5.0,2016.0
18335,10690,Peugeot,208,Diesel,56654,Manuelle,5.0,2019.0
18336,8590,Renault,Clio,Diesel,56662,Manuelle,4.0,2019.0
18337,12490,Renault,Clio,Diesel,56664,Manuelle,5.0,2019.0
18338,13490,Renault,Clio,Essence,56665,Manuelle,5.0,2019.0
18339,11990,Opel,Corsa,Essence,56666,Manuelle,5.0,2018.0
18340,24900,Audi,A3,Essence,56668,Automatique,8.0,2018.0
18341,21900,Mercedes,Classe A,Essence,56672,Automatique,6.0,2018.0
18342,17897,Mini,Mini,Essence,56673,Manuelle,11.0,2014.0
18343,12990,Peugeot,208,Diesel,56679,Manuelle,5.0,2019.0
18344,12490,Peugeot,208,Diesel,56688,Manuelle,4.0,2017.0
18345,14890,Renault,Captur,Diesel,56698,Manuelle,5.0,2019.0
18346,11990,Fiat,500,Diesel,56700,Manuelle,5.0,2016.0
18347,10990,Dacia,Sandero,Essence,56700,Manuelle,5.0,2017.0
18348,15800,Renault,Megane,Essence,56700,Manuelle,7.0,2017.0
18349,18000,Peugeot,308,Diesel,56700,Automatique,6.0,2018.0
18350,12990,Fiat,500,Essence,56700,Automatique,4.0,2018.0
18351,12490,Citroen,C4,Essence,56700,Manuelle,5.0,2019.0
18352,19780,Volkswagen,Polo,Diesel,56702,Automatique,5.0,2019.0
18353,13490,Ford,Fiesta,Essence,56707,Manuelle,5.0,2018.0
18354,14750,Renault,Megane,Essence,56708,Manuelle,5.0,2017.0
18355,15499,Fiat,500,Diesel,56748,Manuelle,6.0,2017.0
18356,17490,Dacia,Duster,Diesel,56752,Manuelle,6.0,2019.0
18357,12990,Renault,Captur,Diesel,56755,Manuelle,4.0,2018.0
18358,20900,Nissan,Qashqai,Diesel,56765,Automatique,6.0,2019.0
18359,15990,Audi,A1,Essence,56766,Manuelle,5.0,2015.0
18360,13980,Renault,Captur,Essence,56767,Manuelle,6.0,2016.0
18361,11900,Renault,Clio,Diesel,56767,Manuelle,4.0,2019.0
18362,31990,Volkswagen,Tiguan,Diesel,56771,Manuelle,8.0,2019.0
18363,14490,Citroen,C3,Diesel,56784,Manuelle,5.0,2021.0
18364,26947,Volkswagen,Tiguan,Diesel,56786,Automatique,8.0,2019.0
18365,10990,Dacia,Sandero,Diesel,56787,Manuelle,4.0,2017.0
18366,12490,Renault,Clio,Diesel,56790,Manuelle,5.0,2018.0
18367,29490,Peugeot,508,Diesel,56790,Automatique,9.0,2019.0
18368,12690,Citroen,C4,Essence,56793,Manuelle,6.0,2015.0
18369,18390,Volkswagen,Golf,Diesel,56795,Manuelle,6.0,2019.0
18370,9990,Dacia,Sandero,Diesel,56800,Manuelle,5.0,2014.0
18371,10500,Peugeot,208,Essence,56800,Manuelle,4.0,2016.0
18372,10500,Dacia,Sandero,Essence,56800,Manuelle,5.0,2017.0
18373,23800,Renault,Clio,Essence,56800,Automatique,12.0,2017.0
18374,12990,Renault,Clio,Diesel,56800,Manuelle,4.0,2018.0
18375,28500,Mercedes,Classe A,Diesel,56800,Automatique,6.0,2018.0
18376,27690,Mini,Mini,Essence,56800,Automatique,10.0,2019.0
18377,24690,Bmw,Serie 1,Diesel,56800,Automatique,6.0,2020.0
18378,23500,Audi,A3,Diesel,56802,Manuelle,7.0,2016.0
18379,31490,Volkswagen,Tiguan,Diesel,56804,Automatique,8.0,2019.0
18380,24980,Peugeot,3008,Essence,56808,Automatique,9.0,2018.0
18381,18790,Renault,Scenic,Diesel,56819,Automatique,5.0,2018.0
18382,12490,Fiat,500,Essence,56820,Automatique,4.0,2017.0
18383,13790,Renault,Captur,Essence,56821,Manuelle,6.0,2018.0
18384,24990,Volkswagen,Golf,Diesel,56821,Manuelle,6.0,2020.0
18385,14990,Renault,Megane,Diesel,56834,Manuelle,5.0,2017.0
18386,26450,Bmw,Serie 3,Diesel,56834,Automatique,10.0,2017.0
18387,11900,Renault,Clio,Diesel,56836,Manuelle,4.0,2016.0
