,Prix,Marque,Modèle,Carburant,Kilométrage,Boitedevitesse,Puissancefiscale,Année
35149,1800,Renault,Clio,Essence,120000,Manuelle,4.0,2002.0
35150,2800,Renault,Clio,Essence,120000,Manuelle,6.0,2003.0
35151,4990,Peugeot,206,Essence,120000,Manuelle,9.0,2003.0
35152,4200,Opel,Corsa,Autre,120000,Manuelle,4.0,2004.0
35153,2300,Renault,Scenic,Diesel,120000,Manuelle,7.0,2004.0
35154,2500,Peugeot,206,Essence,120000,Manuelle,5.0,2004.0
35155,3990,Citroen,C3,Diesel,120000,Manuelle,5.0,2004.0
35156,2500,Renault,Twingo,Essence,120000,Manuelle,5.0,2004.0
35157,3990,Citroen,C3,Essence,120000,Manuelle,5.0,2004.0
35158,6490,Volkswagen,Golf,Essence,120000,Automatique,7.0,2004.0
35159,3490,Citroen,C3,Essence,120000,Manuelle,5.0,2004.0
35160,1150,Volkswagen,Polo,Essence,120000,Manuelle,4.0,2004.0
35161,3999,Peugeot,206,Diesel,120000,Manuelle,90.0,2005.0
35162,1600,Citroen,C4,Diesel,120000,Manuelle,5.0,2005.0
35163,4990,Citroen,C4,Essence,120000,Automatique,7.0,2005.0
35164,3700,Citroen,C4,Essence,120000,Manuelle,7.0,2006.0
35165,3300,Citroen,C3,Essence,120000,Manuelle,4.0,2006.0
35166,6490,Mini,Mini,Essence,120000,Manuelle,10.0,2006.0
35167,3700,Citroen,C4,Essence,120000,Manuelle,6.0,2006.0
35168,3990,Peugeot,207,Essence,120000,Manuelle,7.0,2006.0
35169,4690,Citroen,C3,Diesel,120000,Manuelle,5.0,2006.0
35170,4990,Citroen,C3,Diesel,120000,Manuelle,4.0,2007.0
35171,5990,Renault,Clio,Essence,120000,Automatique,7.0,2007.0
35172,6000,Volkswagen,Golf,Essence,120000,Manuelle,6.0,2007.0
35173,4100,Peugeot,207,Essence,120000,Manuelle,4.0,2007.0
35174,10000,Bmw,Serie 3,Diesel,120000,Automatique,19.0,2007.0
35175,18500,Volkswagen,Golf,Essence,120000,Manuelle,17.0,2007.0
35176,3890,Volkswagen,Golf,Essence,120000,Manuelle,7.0,2007.0
35177,6500,Bmw,Serie 1,Diesel,120000,Manuelle,7.0,2007.0
35178,4990,Ford,Fiesta,Diesel,120000,Manuelle,4.0,2007.0
35179,3100,Peugeot,207,Essence,120000,Manuelle,6.0,2007.0
35180,6000,Peugeot,308,Essence,120000,Manuelle,9.0,2007.0
35181,4700,Peugeot,207,Essence,120000,Manuelle,7.0,2008.0
35182,10990,Bmw,Serie 1,Diesel,120000,Manuelle,9.0,2008.0
35183,4000,Renault,Twingo,Essence,120000,Manuelle,4.0,2008.0
35184,15000,Mercedes,Classe C,Diesel,120000,Automatique,14.0,2008.0
35185,3300,Renault,Twingo,Essence,120000,Manuelle,4.0,2008.0
35186,5300,Renault,Clio,Diesel,120000,Manuelle,5.0,2008.0
35187,6200,Mini,Mini,Essence,120000,Manuelle,6.0,2008.0
35188,9990,Mini,Mini,Essence,120000,Manuelle,10.0,2008.0
35189,3700,Renault,Twingo,Essence,120000,Manuelle,4.0,2008.0
35190,5290,Peugeot,207,Essence,120000,Manuelle,5.0,2008.0
35191,12900,Bmw,Serie 3,Diesel,120000,Manuelle,11.0,2008.0
35192,5800,Peugeot,207,Diesel,120000,Manuelle,6.0,2008.0
35193,5500,Mini,Mini,Essence,120000,Automatique,10.0,2008.0
35194,5990,Citroen,C5,Diesel,120000,Manuelle,6.0,2008.0
35195,3390,Renault,Twingo,Diesel,120000,Manuelle,4.0,2008.0
35196,4900,Peugeot,207,Diesel,120000,Manuelle,5.0,2009.0
35197,7500,Peugeot,308,Diesel,120000,Manuelle,6.0,2009.0
35198,6990,Peugeot,207,Essence,120000,Manuelle,5.0,2009.0
35199,7990,Renault,Megane,Essence,120000,Manuelle,11.0,2009.0
35200,11500,Peugeot,207,Essence,120000,Manuelle,10.0,2009.0
35201,4990,Peugeot,206,Essence,120000,Manuelle,5.0,2009.0
35202,3590,Renault,Twingo,Essence,120000,Manuelle,4.0,2009.0
35203,10499,Audi,A3,Essence,120000,Manuelle,9.0,2009.0
35204,4800,Renault,Twingo,Essence,120000,Manuelle,5.0,2009.0
35205,10490,Bmw,Serie 3,Diesel,120000,Manuelle,9.0,2009.0
35206,8990,Volkswagen,Polo,Diesel,120000,Manuelle,4.0,2009.0
35207,3990,Renault,Twingo,Diesel,120000,Manuelle,4.0,2009.0
35208,5000,Renault,Twingo,Essence,120000,Automatique,5.0,2009.0
35209,8990,Peugeot,308,Diesel,120000,Automatique,6.0,2010.0
35210,2990,Peugeot,206,Essence,120000,Manuelle,4.0,2010.0
35211,7990,Audi,A3,Diesel,120000,Manuelle,5.0,2010.0
35212,4790,Citroen,C3,Essence,120000,Manuelle,5.0,2010.0
35213,5900,Renault,Clio,Essence,120000,Manuelle,6.0,2010.0
35214,6990,Peugeot,3008,Diesel,120000,Manuelle,6.0,2010.0
35215,5950,Renault,Clio,Diesel,120000,Manuelle,5.0,2010.0
35216,5500,Citroen,C3,Essence,120000,Manuelle,5.0,2010.0
35217,4299,Opel,Corsa,Essence,120000,Manuelle,6.0,2010.0
35218,4490,Renault,Twingo,Essence,120000,Manuelle,4.0,2010.0
35219,8000,Renault,Clio,Essence,120000,Manuelle,7.0,2010.0
35220,8690,Mini,Mini,Diesel,120000,Manuelle,5.0,2010.0
35221,6790,Volkswagen,Polo,Diesel,120000,Manuelle,4.0,2010.0
35222,5490,Citroen,C3,Essence,120000,Manuelle,5.0,2010.0
35223,10490,Mini,Mini,Essence,120000,Manuelle,10.0,2010.0
35224,9900,Audi,A1,Essence,120000,Manuelle,6.0,2010.0
35225,7100,Mercedes,Classe A,Diesel,120000,Automatique,6.0,2010.0
35226,4490,Peugeot,207,Diesel,120000,Manuelle,4.0,2010.0
35227,19990,Volkswagen,Golf,Essence,120000,Manuelle,17.0,2011.0
35228,7000,Renault,Megane,Diesel,120000,Manuelle,7.0,2011.0
35229,5000,Renault,Twingo,Diesel,120000,Manuelle,4.0,2011.0
35230,5199,Renault,Clio,Diesel,120000,Manuelle,4.0,2011.0
35231,6500,Citroen,C5,Diesel,120000,Automatique,6.0,2011.0
35232,12500,Audi,A1,Essence,120000,Manuelle,6.0,2011.0
35233,6990,Volkswagen,Polo,Essence,120000,Manuelle,5.0,2011.0
35234,10500,Dacia,Duster,Diesel,120000,Manuelle,6.0,2011.0
35235,9000,Renault,Megane,Diesel,120000,Manuelle,9.0,2011.0
35236,9890,Volkswagen,Polo,Diesel,120000,Automatique,5.0,2011.0
35237,5990,Renault,Clio,Essence,120000,Manuelle,5.0,2011.0
35238,7500,Renault,Megane,Diesel,120000,Manuelle,7.0,2011.0
35239,4990,Peugeot,207,Diesel,120000,Manuelle,6.0,2011.0
35240,7490,Volkswagen,Polo,Essence,120000,Manuelle,4.0,2011.0
35241,5990,Citroen,C3,Essence,120000,Manuelle,5.0,2011.0
35242,5500,Fiat,500,Essence,120000,Manuelle,4.0,2011.0
35243,6500,Citroen,C3,Diesel,120000,Manuelle,4.0,2011.0
35244,12490,Mini,Mini,Diesel,120000,Manuelle,8.0,2011.0
35245,7490,Dacia,Sandero,Diesel,120000,Manuelle,5.0,2012.0
35246,8000,Renault,Megane,Essence,120000,Manuelle,7.0,2012.0
35247,10500,Nissan,Qashqai,Diesel,120000,Manuelle,6.0,2012.0
35248,11700,Audi,A1,Diesel,120000,Manuelle,5.0,2012.0
35249,8500,Renault,Megane,Diesel,120000,Manuelle,6.0,2012.0
35250,9600,Mercedes,Classe C,Diesel,120000,Manuelle,7.0,2012.0
35251,13500,Peugeot,508,Hybride,120000,Automatique,8.0,2012.0
35252,4650,Citroen,C3,Diesel,120000,Manuelle,4.0,2012.0
35253,12000,Bmw,Serie 1,Diesel,120000,Manuelle,7.0,2012.0
35254,7000,Peugeot,208,Essence,120000,Manuelle,5.0,2012.0
35255,5600,Renault,Clio,Diesel,120000,Manuelle,4.0,2012.0
35256,13200,Volkswagen,Tiguan,Diesel,120000,Manuelle,8.0,2012.0
35257,7800,Renault,Megane,Diesel,120000,Manuelle,6.0,2012.0
35258,5490,Renault,Twingo,Essence,120000,Manuelle,4.0,2012.0
35259,8500,Citroen,C4,Diesel,120000,Manuelle,6.0,2012.0
35260,9600,Peugeot,208,Diesel,120000,Manuelle,5.0,2012.0
35261,10990,Mini,Mini,Diesel,120000,Manuelle,4.0,2013.0
35262,22500,Mercedes,Classe A,Essence,120000,Automatique,12.0,2013.0
35263,6800,Volkswagen,Polo,Essence,120000,Manuelle,5.0,2013.0
35264,17990,Bmw,Serie 3,Diesel,120000,Automatique,7.0,2013.0
35265,8100,Peugeot,208,Diesel,120000,Manuelle,5.0,2013.0
35266,12600,Audi,A1,Diesel,120000,Manuelle,7.0,2013.0
35267,13490,Renault,Clio,Essence,120000,Automatique,11.0,2013.0
35268,13500,Volkswagen,Tiguan,Diesel,120000,Manuelle,8.0,2013.0
35269,11790,Audi,A4,Diesel,120000,Automatique,8.0,2013.0
35270,7000,Peugeot,208,Diesel,120000,Manuelle,4.0,2013.0
35271,8990,Nissan,Qashqai,Diesel,120000,Manuelle,6.0,2013.0
35272,6290,Peugeot,208,Essence,120000,Manuelle,4.0,2013.0
35273,9500,Peugeot,508,Diesel,120000,Manuelle,7.0,2013.0
35274,9000,Audi,A1,Essence,120000,Manuelle,5.0,2013.0
35275,8705,Bmw,Serie 1,Diesel,120000,Automatique,10.0,2013.0
35276,17380,Volkswagen,Tiguan,Diesel,120000,Automatique,8.0,2013.0
35277,8790,Peugeot,2008,Diesel,120000,Manuelle,6.0,2013.0
35278,7400,Renault,Clio,Diesel,120000,Manuelle,6.0,2013.0
35279,7990,Renault,Megane,Diesel,120000,Manuelle,5.0,2013.0
35280,8490,Peugeot,3008,Diesel,120000,Manuelle,6.0,2013.0
35281,9290,Renault,Clio,Essence,120000,Manuelle,5.0,2013.0
35282,5950,Ford,Fiesta,Essence,120000,Manuelle,4.0,2013.0
35283,17500,Audi,A3,Diesel,120000,Automatique,10.0,2013.0
35284,9000,Peugeot,208,Diesel,120000,Automatique,3.0,2013.0
35285,5650,Ford,Fiesta,Essence,120000,Manuelle,4.0,2013.0
35286,17500,Audi,A4,Diesel,120000,Automatique,10.0,2013.0
35287,8000,Peugeot,208,Diesel,120000,Manuelle,4.0,2013.0
35288,8999,Renault,Clio,Essence,120000,Automatique,6.0,2013.0
35289,15000,Audi,A3,Diesel,120000,Automatique,8.0,2013.0
35290,13990,Audi,A1,Diesel,120000,Automatique,5.0,2013.0
35291,6990,Citroen,C3,Diesel,120000,Manuelle,4.0,2014.0
35292,23000,Bmw,Serie 3,Diesel,120000,Automatique,15.0,2014.0
35293,10290,Peugeot,208,Essence,120000,Manuelle,8.0,2014.0
35294,9990,Renault,Megane,Diesel,120000,Manuelle,6.0,2014.0
35295,9500,Peugeot,508,Diesel,120000,Manuelle,8.0,2014.0
35296,4200,Peugeot,208,Essence,120000,Manuelle,4.0,2014.0
35297,15000,Renault,Clio,Essence,120000,Automatique,11.0,2014.0
35298,17500,Volkswagen,Tiguan,Diesel,120000,Manuelle,8.0,2014.0
35299,10500,Peugeot,208,Essence,120000,Manuelle,11.0,2014.0
35300,11000,Bmw,Serie 1,Diesel,120000,Manuelle,6.0,2014.0
35301,4900,Renault,Twingo,Essence,120000,Manuelle,4.0,2014.0
35302,6900,Peugeot,208,Essence,120000,Manuelle,4.0,2014.0
35303,9790,Peugeot,308,Essence,120000,Manuelle,5.0,2014.0
35304,10500,Peugeot,208,Essence,120000,Manuelle,11.0,2014.0
35305,13500,Audi,A3,Diesel,120000,Manuelle,5.0,2014.0
35306,8490,Peugeot,208,Diesel,120000,Manuelle,4.0,2014.0
35307,10990,Peugeot,308,Diesel,120000,Automatique,7.0,2014.0
35308,15000,Volkswagen,Golf,Essence,120000,Automatique,6.0,2014.0
35309,15000,Mercedes,Classe A,Diesel,120000,Manuelle,5.0,2014.0
35310,10500,Bmw,Serie 1,Diesel,120000,Manuelle,5.0,2014.0
35311,7290,Ford,Fiesta,Diesel,120000,Manuelle,4.0,2014.0
35312,11900,Audi,A1,Diesel,120000,Manuelle,4.0,2014.0
35313,10000,Peugeot,308,Diesel,120000,Manuelle,5.0,2014.0
35314,19990,Audi,A1,Essence,120000,Manuelle,14.0,2014.0
35315,8990,Peugeot,2008,Essence,120000,Manuelle,4.0,2014.0
35316,13000,Nissan,Qashqai,Diesel,120000,Manuelle,5.0,2014.0
35317,8000,Renault,Clio,Essence,120000,Manuelle,5.0,2014.0
35318,9950,Citroen,C4,Diesel,120000,Manuelle,6.0,2015.0
35319,13700,Bmw,Serie 1,Diesel,120000,Manuelle,5.0,2015.0
35320,14200,Volkswagen,Golf,Essence,120000,Automatique,6.0,2015.0
35321,7990,Volkswagen,Polo,Diesel,120000,Manuelle,4.0,2015.0
35322,11990,Peugeot,508,Diesel,120000,Manuelle,6.0,2015.0
35323,11290,Peugeot,508,Diesel,120000,Manuelle,7.0,2015.0
35324,14500,Peugeot,308,Diesel,120000,Automatique,6.0,2015.0
35325,15000,Volkswagen,Tiguan,Diesel,120000,Manuelle,8.0,2015.0
35326,9690,Volkswagen,Polo,Diesel,120000,Manuelle,4.0,2015.0
35327,10000,Peugeot,308,Essence,120000,Manuelle,5.0,2015.0
35328,11500,Mini,Mini,Diesel,120000,Manuelle,4.0,2015.0
35329,13500,Audi,A1,Essence,120000,Manuelle,5.0,2015.0
35330,10000,Dacia,Duster,Diesel,120000,Manuelle,6.0,2015.0
35331,12500,Peugeot,308,Essence,120000,Manuelle,7.0,2015.0
35332,9500,Peugeot,2008,Diesel,120000,Manuelle,5.0,2015.0
35333,15500,Bmw,Serie 3,Diesel,120000,Automatique,6.0,2015.0
35334,19990,Peugeot,308,Essence,120000,Manuelle,16.0,2015.0
35335,10800,Peugeot,308,Diesel,120000,Automatique,6.0,2015.0
35336,14200,Renault,Kadjar,Diesel,120000,Manuelle,7.0,2015.0
35337,15500,Bmw,Serie 1,Diesel,120000,Manuelle,10.0,2015.0
35338,9990,Peugeot,208,Diesel,120000,Manuelle,4.0,2015.0
35339,13500,Peugeot,308,Essence,120000,Manuelle,7.0,2015.0
35340,9100,Citroen,C4,Diesel,120000,Manuelle,5.0,2015.0
35341,16500,Renault,Megane,Essence,120000,Automatique,11.0,2015.0
35342,15000,Bmw,Serie 1,Diesel,120000,Manuelle,6.0,2015.0
35343,9990,Citroen,C4,Diesel,120000,Manuelle,5.0,2015.0
35344,9500,Renault,Clio,Essence,120000,Automatique,6.0,2015.0
35345,7500,Renault,Clio,Diesel,120000,Manuelle,4.0,2016.0
35346,13300,Renault,Megane,Diesel,120000,Manuelle,5.0,2016.0
35347,9000,Peugeot,308,Diesel,120000,Manuelle,5.0,2016.0
35348,22500,Volkswagen,Tiguan,Diesel,120000,Automatique,8.0,2016.0
35349,6990,Peugeot,208,Essence,120000,Manuelle,4.0,2016.0
35350,25000,Audi,A4,Diesel,120000,Automatique,10.0,2016.0
35351,8990,Volkswagen,Polo,Essence,120000,Manuelle,4.0,2016.0
35352,11870,Renault,Megane,Diesel,120000,Manuelle,5.0,2016.0
35353,8990,Peugeot,208,Diesel,120000,Manuelle,3.0,2016.0
35354,15300,Peugeot,308,Diesel,120000,Automatique,9.0,2016.0
35355,21990,Audi,A3,Diesel,120000,Automatique,10.0,2016.0
35356,14900,Peugeot,508,Diesel,120000,Automatique,9.0,2016.0
35357,10990,Peugeot,2008,Diesel,120000,Manuelle,5.0,2016.0
35358,11000,Citroen,C4,Diesel,120000,Automatique,6.0,2016.0
35359,12500,Mini,Mini,Diesel,120000,Manuelle,5.0,2016.0
35360,6700,Renault,Twingo,Essence,120000,Manuelle,4.0,2016.0
35361,17000,Audi,A4,Diesel,120000,Manuelle,7.0,2016.0
35362,19000,Bmw,Serie 1,Diesel,120000,Automatique,10.0,2016.0
35363,7400,Fiat,500,Essence,120000,Manuelle,4.0,2016.0
35364,13900,Peugeot,308,Diesel,120000,Manuelle,7.0,2016.0
35365,10800,Renault,Kadjar,Essence,120000,Manuelle,7.0,2016.0
35366,8900,Peugeot,208,Diesel,120000,Manuelle,5.0,2016.0
35367,11990,Audi,A1,Diesel,120000,Manuelle,4.0,2016.0
35368,11700,Renault,Megane,Diesel,120000,Manuelle,5.0,2016.0
35369,10800,Renault,Megane,Diesel,120000,Manuelle,5.0,2016.0
35370,10300,Renault,Megane,Diesel,120000,Manuelle,4.0,2016.0
35371,9100,Volkswagen,Polo,Essence,120000,Manuelle,5.0,2016.0
35372,5490,Citroen,C3,Diesel,120000,Manuelle,4.0,2016.0
35373,11500,Renault,Captur,Diesel,120000,Automatique,4.0,2016.0
35374,18900,Peugeot,3008,Diesel,120000,Manuelle,8.0,2016.0
35375,11500,Bmw,Serie 1,Diesel,120000,Manuelle,5.0,2016.0
35376,7490,Opel,Corsa,Diesel,120000,Manuelle,4.0,2016.0
35377,14990,Renault,Kadjar,Diesel,120000,Manuelle,7.0,2016.0
35378,12500,Volkswagen,Golf,Essence,120000,Manuelle,6.0,2016.0
35379,16000,Renault,Megane,Diesel,120000,Automatique,8.0,2017.0
35380,9990,Citroen,C4,Diesel,120000,Manuelle,5.0,2017.0
35381,20490,Mercedes,Classe A,Diesel,120000,Automatique,9.0,2017.0
35382,61900,Mercedes,Classe C,Essence,120000,Automatique,40.0,2017.0
35383,9000,Renault,Clio,Essence,120000,Manuelle,5.0,2017.0
35384,16490,Nissan,Qashqai,Diesel,120000,Automatique,7.0,2017.0
35385,10990,Renault,Megane,Diesel,120000,Automatique,5.0,2017.0
35386,12000,Peugeot,308,Diesel,120000,Manuelle,5.0,2017.0
35387,11000,Peugeot,308,Diesel,120000,Manuelle,5.0,2017.0
35388,11000,Citroen,C3,Diesel,120000,Manuelle,4.0,2017.0
35389,20990,Audi,A4,Diesel,120000,Automatique,7.0,2017.0
35390,24500,Volkswagen,Golf,Diesel,120000,Automatique,10.0,2017.0
35391,8990,Renault,Clio,Diesel,120000,Manuelle,4.0,2017.0
35392,22400,Peugeot,3008,Diesel,120000,Automatique,10.0,2017.0
35393,7500,Peugeot,208,Diesel,120000,Manuelle,4.0,2017.0
35394,23800,Bmw,Serie 1,Diesel,120000,Automatique,12.0,2018.0
35395,12500,Renault,Captur,Diesel,120000,Manuelle,5.0,2018.0
35396,16990,Volkswagen,Golf,Diesel,120000,Automatique,6.0,2018.0
35397,10990,Citroen,C4,Diesel,120000,Manuelle,6.0,2018.0
35398,12900,Peugeot,308,Diesel,120000,Manuelle,5.0,2018.0
35399,16500,Peugeot,308,Diesel,120000,Automatique,6.0,2018.0
35400,18990,Peugeot,508,Diesel,120000,Automatique,9.0,2018.0
35401,13900,Renault,Megane,Diesel,120000,Manuelle,6.0,2018.0
35402,26990,Mercedes,Classe A,Essence,120000,Automatique,8.0,2018.0
35403,19990,Volkswagen,Tiguan,Diesel,120000,Manuelle,8.0,2018.0
35404,5499,Dacia,Sandero,Essence,120000,Manuelle,4.0,2018.0
35405,10800,Renault,Megane,Diesel,120000,Manuelle,4.0,2018.0
35406,19990,Audi,A3,Diesel,120000,Automatique,8.0,2018.0
35407,10000,Ford,Fiesta,Diesel,120000,Manuelle,4.0,2018.0
35408,9500,Citroen,C3,Diesel,120000,Manuelle,5.0,2018.0
35409,18200,Citroen,C5,Diesel,120000,Automatique,6.0,2019.0
35410,24900,Peugeot,508,Diesel,120000,Automatique,9.0,2019.0
35411,8990,Renault,Clio,Diesel,120000,Manuelle,4.0,2019.0
35412,21000,Bmw,Serie 1,Essence,120000,Manuelle,5.0,2021.0
35413,7000,Renault,Twingo,Diesel,120051,Manuelle,4.0,2011.0
35414,3490,Citroen,C3,Diesel,120053,Manuelle,4.0,2006.0
35415,4990,Opel,Corsa,Diesel,120075,Manuelle,4.0,2013.0
35416,12990,Peugeot,2008,Diesel,120080,Manuelle,5.0,2018.0
35417,13890,Citroen,C3,Diesel,120096,Manuelle,5.0,2019.0
35418,14890,Citroen,C3,Diesel,120096,Manuelle,5.0,2019.0
35419,7490,Citroen,C3,Diesel,120100,Manuelle,4.0,2013.0
35420,8990,Renault,Captur,Essence,120100,Manuelle,5.0,2013.0
35421,8490,Renault,Clio,Diesel,120100,Manuelle,4.0,2017.0
35422,5990,Mercedes,Classe A,Diesel,120120,Manuelle,6.0,2004.0
35423,8990,Renault,Captur,Essence,120134,Manuelle,6.0,2013.0
35424,9590,Peugeot,508,Diesel,120136,Manuelle,7.0,2011.0
35425,10900,Peugeot,308,Diesel,120144,Manuelle,5.0,2015.0
35426,5490,Renault,Clio,Diesel,120154,Manuelle,4.0,2009.0
35427,14990,Volkswagen,Golf,Diesel,120164,Automatique,6.0,2018.0
35428,15500,Volkswagen,Tiguan,Diesel,120180,Manuelle,8.0,2014.0
35429,5490,Peugeot,206,Essence,120184,Manuelle,5.0,2009.0
35430,16990,Volkswagen,Tiguan,Diesel,120191,Manuelle,8.0,2015.0
35431,6800,Audi,A3,Diesel,120200,Manuelle,5.0,2009.0
35432,13990,Mercedes,Classe A,Diesel,120200,Manuelle,5.0,2013.0
35433,15490,Audi,A4,Diesel,120200,Automatique,8.0,2014.0
35434,4990,Renault,Twingo,Essence,120201,Manuelle,4.0,2011.0
35435,12790,Renault,Megane,Diesel,120220,Automatique,5.0,2017.0
35436,10990,Peugeot,308,Diesel,120225,Manuelle,5.0,2016.0
35437,9990,Peugeot,3008,Hybride,120241,Automatique,8.0,2011.0
35438,5700,Renault,Scenic,Diesel,120250,Manuelle,6.0,2010.0
35439,4000,Citroen,C3,Diesel,120270,Manuelle,4.0,2009.0
35440,13990,Volkswagen,Polo,Diesel,120277,Manuelle,4.0,2017.0
35441,6000,Citroen,C5,Essence,120300,Manuelle,9.0,2011.0
35442,10990,Peugeot,2008,Diesel,120300,Manuelle,5.0,2016.0
35443,18490,Audi,A4,Diesel,120350,Manuelle,8.0,2015.0
35444,19294,Volkswagen,Golf,Diesel,120356,Automatique,10.0,2014.0
35445,24490,Volkswagen,Tiguan,Diesel,120367,Automatique,8.0,2019.0
35446,4800,Peugeot,206,Essence,120379,Manuelle,4.0,2011.0
35447,8900,Dacia,Duster,Diesel,120406,Manuelle,5.0,2012.0
35448,5600,Peugeot,207,Diesel,120407,Manuelle,4.0,2010.0
35449,10990,Peugeot,308,Diesel,120421,Manuelle,120.0,2017.0
35450,7390,Peugeot,208,Diesel,120450,Manuelle,4.0,2015.0
35451,6290,Citroen,C3,Diesel,120450,Manuelle,4.0,2015.0
35452,11790,Mini,Mini,Diesel,120456,Manuelle,6.0,2014.0
35453,12900,Dacia,Duster,Diesel,120457,Manuelle,6.0,2016.0
35454,10990,Renault,Megane,Diesel,120463,Manuelle,4.0,2017.0
35455,14500,Audi,A4,Diesel,120480,Automatique,15.0,2011.0
35456,10990,Renault,Clio,Essence,120490,Automatique,6.0,2015.0
35457,4990,Renault,Twingo,Diesel,120493,Manuelle,4.0,2011.0
35458,2500,Peugeot,206,Essence,120500,Manuelle,5.0,2003.0
35459,5990,Peugeot,206,Diesel,120500,Manuelle,4.0,2008.0
35460,5000,Audi,A4,Essence,120500,Manuelle,10.0,2009.0
35461,3500,Renault,Twingo,Essence,120500,Manuelle,4.0,2010.0
35462,14990,Volkswagen,Tiguan,Diesel,120500,Automatique,8.0,2011.0
35463,6800,Peugeot,207,Diesel,120500,Manuelle,6.0,2012.0
35464,10000,Peugeot,208,Diesel,120500,Manuelle,5.0,2012.0
35465,10690,Peugeot,2008,Diesel,120500,Manuelle,6.0,2014.0
35466,10990,Peugeot,3008,Diesel,120500,Manuelle,8.0,2014.0
35467,13900,Volkswagen,Golf,Diesel,120500,Manuelle,5.0,2014.0
35468,10900,Peugeot,508,Diesel,120500,Manuelle,6.0,2016.0
35469,9900,Peugeot,308,Diesel,120500,Manuelle,6.0,2019.0
35470,6200,Fiat,500,Essence,120501,Manuelle,4.0,2012.0
35471,9990,Fiat,500,Diesel,120532,Automatique,5.0,2016.0
35472,8900,Citroen,C4,Diesel,120560,Automatique,6.0,2011.0
35473,11990,Nissan,Qashqai,Diesel,120583,Manuelle,7.0,2012.0
35474,11500,Peugeot,206,Essence,120600,Manuelle,11.0,2004.0
35475,5490,Citroen,C3,Diesel,120600,Manuelle,4.0,2009.0
35476,11990,Dacia,Duster,Diesel,120600,Manuelle,6.0,2013.0
35477,7000,Peugeot,208,Essence,120600,Manuelle,4.0,2013.0
35478,7490,Ford,Fiesta,Diesel,120600,Manuelle,4.0,2013.0
35479,8490,Citroen,C3,Essence,120607,Automatique,4.0,2014.0
35480,27900,Volkswagen,Tiguan,Diesel,120613,Automatique,11.0,2018.0
35481,15990,Peugeot,308,Diesel,120632,Automatique,9.0,2015.0
35482,4490,Renault,Clio,Diesel,120646,Manuelle,4.0,2009.0
35483,9990,Peugeot,208,Essence,120647,Manuelle,8.0,2013.0
35484,6990,Renault,Clio,Diesel,120690,Manuelle,5.0,2012.0
35485,5990,Fiat,500,Essence,120694,Manuelle,4.0,2012.0
35486,4990,Renault,Clio,Essence,120697,Manuelle,5.0,2006.0
35487,6990,Volkswagen,Polo,Essence,120700,Manuelle,4.0,2012.0
35488,7490,Renault,Clio,Diesel,120712,Manuelle,4.0,2015.0
35489,6490,Peugeot,208,Diesel,120760,Manuelle,5.0,2018.0
35490,21990,Citroen,C5,Diesel,120785,Manuelle,6.0,2019.0
35491,13990,Peugeot,308,Diesel,120790,Automatique,6.0,2018.0
35492,5200,Citroen,C3,Essence,120800,Manuelle,73.0,2010.0
35493,6800,Dacia,Sandero,Diesel,120800,Manuelle,4.0,2014.0
35494,7390,Mini,Mini,Essence,120812,Manuelle,5.0,2010.0
35495,16290,Mercedes,Classe A,Diesel,120821,Automatique,5.0,2015.0
35496,8490,Citroen,C4,Diesel,120840,Manuelle,5.0,2015.0
35497,14790,Peugeot,308,Diesel,120843,Automatique,6.0,2019.0
35498,22880,Peugeot,3008,Diesel,120857,Automatique,9.0,2018.0
35499,1990,Peugeot,206,Diesel,120859,Manuelle,4.0,2009.0
35500,10490,Peugeot,308,Essence,120870,Manuelle,9.0,2014.0
35501,10200,Peugeot,308,Diesel,120880,Manuelle,5.0,2019.0
35502,15990,Volkswagen,Golf,Diesel,120890,Automatique,6.0,2018.0
35503,9990,Peugeot,2008,Diesel,120900,Manuelle,5.0,2013.0
35504,11990,Mini,Mini,Diesel,120900,Manuelle,5.0,2014.0
35505,27490,Volkswagen,Golf,Essence,120900,Automatique,20.0,2017.0
35506,9990,Citroen,C5,Diesel,120907,Manuelle,9.0,2014.0
35507,6490,Dacia,Sandero,Diesel,120915,Manuelle,5.0,2010.0
35508,13990,Peugeot,308,Diesel,120916,Manuelle,5.0,2017.0
35509,14090,Audi,A1,Essence,120936,Manuelle,6.0,2016.0
35510,14719,Volkswagen,Golf,Diesel,120944,Automatique,6.0,2019.0
35511,5990,Renault,Clio,Essence,120945,Manuelle,5.0,2008.0
35512,9990,Volkswagen,Polo,Diesel,120987,Automatique,5.0,2011.0
35513,900,Renault,Twingo,Essence,121000,Automatique,5.0,2002.0
35514,1000,Peugeot,206,Essence,121000,Manuelle,7.0,2002.0
35515,5700,Peugeot,206,Diesel,121000,Manuelle,6.0,2004.0
35516,2790,Renault,Clio,Essence,121000,Manuelle,5.0,2004.0
35517,1300,Opel,Corsa,Essence,121000,Manuelle,4.0,2005.0
35518,2000,Mini,Mini,Essence,121000,Manuelle,6.0,2005.0
35519,2500,Citroen,C3,Diesel,121000,Manuelle,4.0,2006.0
35520,3990,Volkswagen,Polo,Diesel,121000,Manuelle,4.0,2006.0
35521,2990,Peugeot,206,Essence,121000,Manuelle,5.0,2007.0
35522,3500,Ford,Fiesta,Essence,121000,Manuelle,5.0,2008.0
